"2"
"1991" 1
"1992" 1
"1993" 1
"1994" 1
"1995" 1
"1996" 1
"1997" 1
"1998" 1
"1999" 1
"2000" 1
"2001" 1
"2002" 1
"2003" 1
"2004" 1
"2005" 1
"2006" 1
"2007" 1
"2008" 1
"2009" 0.542507115158459
"2010" 0.244803766632881
"2011" 0.109748628946368
"2012" 1.1142917553249
"2013" 0.12983266210694
"2014" 0.111685093499815
"2015" 0.0925239623340278
"2016" 0.133448208010466
"2017" 0.37307871389302
"2018" 0.104897539492443
"2019" 0.357636943405455
